id;Country;League;Div;Season;Date;HomeTeam;AwayTeam;Referee;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
120;England;Premier League;E0;2012-2013;2012-11-24 00:00:00;Everton;Norwich;M Jones;1.0;1.0;D;1.0;0.0;H;14.0;8.0;9.0;4.0;10.0;18.0;4.0;2.0;0.0;3.0;0.0;0.0
121;England;Premier League;E0;2012-2013;2012-11-24 00:00:00;Man United;QPR;L Probert;3.0;1.0;H;0.0;0.0;D;15.0;10.0;10.0;6.0;6.0;10.0;9.0;7.0;1.0;1.0;0.0;0.0
122;England;Premier League;E0;2012-2013;2012-11-24 00:00:00;Stoke;Fulham;M Oliver;1.0;0.0;H;1.0;0.0;H;12.0;8.0;3.0;5.0;14.0;11.0;7.0;2.0;1.0;1.0;0.0;0.0
123;England;Premier League;E0;2012-2013;2012-11-24 00:00:00;Sunderland;West Brom;M Dean;2.0;4.0;A;0.0;2.0;A;19.0;11.0;12.0;6.0;12.0;15.0;7.0;2.0;2.0;3.0;0.0;0.0
124;England;Premier League;E0;2012-2013;2012-11-24 00:00:00;Wigan;Reading;H Webb;3.0;2.0;H;0.0;1.0;A;19.0;16.0;11.0;10.0;15.0;9.0;9.0;5.0;2.0;0.0;0.0;0.0
125;England;Premier League;E0;2012-2013;2012-11-25 00:00:00;Chelsea;Man City;C Foy;0.0;0.0;D;0.0;0.0;D;5.0;11.0;1.0;7.0;9.0;16.0;6.0;11.0;0.0;3.0;0.0;0.0
126;England;Premier League;E0;2012-2013;2012-11-25 00:00:00;Southampton;Newcastle;M Atkinson;2.0;0.0;H;1.0;0.0;H;17.0;8.0;10.0;3.0;12.0;14.0;4.0;3.0;2.0;2.0;0.0;0.0
127;England;Premier League;E0;2012-2013;2012-11-25 00:00:00;Swansea;Liverpool;J Moss;0.0;0.0;D;0.0;0.0;D;17.0;21.0;8.0;14.0;6.0;10.0;7.0;6.0;1.0;0.0;0.0;0.0
128;England;Premier League;E0;2012-2013;2012-11-25 00:00:00;Tottenham;West Ham;A Marriner;3.0;1.0;H;1.0;0.0;H;25.0;10.0;13.0;6.0;9.0;10.0;4.0;2.0;1.0;2.0;0.0;0.0
129;England;Premier League;E0;2012-2013;2012-11-27 00:00:00;Aston Villa;Reading;L Probert;1.0;0.0;H;0.0;0.0;D;15.0;11.0;7.0;6.0;10.0;5.0;8.0;3.0;1.0;0.0;0.0;0.0
130;England;Premier League;E0;2012-2013;2012-11-27 00:00:00;Sunderland;QPR;A Marriner;0.0;0.0;D;0.0;0.0;D;13.0;13.0;8.0;9.0;10.0;15.0;5.0;8.0;1.0;3.0;0.0;0.0
131;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Chelsea;Fulham;A Taylor;0.0;0.0;D;0.0;0.0;D;17.0;8.0;13.0;7.0;10.0;11.0;10.0;2.0;3.0;0.0;0.0;0.0
132;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Everton;Arsenal;M Oliver;1.0;1.0;D;1.0;1.0;D;14.0;12.0;10.0;9.0;15.0;9.0;6.0;6.0;2.0;1.0;0.0;0.0
133;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Man United;West Ham;M Jones;1.0;0.0;H;1.0;0.0;H;23.0;9.0;13.0;3.0;7.0;9.0;5.0;5.0;1.0;1.0;0.0;0.0
134;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Southampton;Norwich;M Clattenburg;1.0;1.0;D;1.0;1.0;D;8.0;9.0;2.0;5.0;11.0;7.0;3.0;7.0;1.0;1.0;0.0;0.0
135;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Stoke;Newcastle;H Webb;2.0;1.0;H;0.0;0.0;D;11.0;7.0;5.0;6.0;12.0;12.0;7.0;2.0;2.0;2.0;0.0;0.0
136;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Swansea;West Brom;L Mason;3.0;1.0;H;3.0;1.0;H;13.0;6.0;8.0;2.0;10.0;16.0;5.0;2.0;0.0;4.0;0.0;0.0
137;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Tottenham;Liverpool;P Dowd;2.0;1.0;H;2.0;0.0;H;14.0;14.0;7.0;9.0;4.0;14.0;1.0;12.0;1.0;2.0;0.0;0.0
138;England;Premier League;E0;2012-2013;2012-11-28 00:00:00;Wigan;Man City;M Halsey;0.0;2.0;A;0.0;0.0;D;9.0;15.0;4.0;6.0;13.0;12.0;6.0;6.0;1.0;1.0;0.0;0.0
139;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;Arsenal;Swansea;M Clattenburg;0.0;2.0;A;0.0;0.0;D;10.0;12.0;8.0;10.0;11.0;9.0;8.0;5.0;1.0;0.0;0.0;0.0
140;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;Fulham;Tottenham;C Foy;0.0;3.0;A;0.0;0.0;D;8.0;10.0;2.0;6.0;10.0;8.0;2.0;1.0;0.0;2.0;0.0;0.0
141;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;Liverpool;Southampton;M Oliver;1.0;0.0;H;1.0;0.0;H;24.0;8.0;11.0;4.0;10.0;8.0;10.0;4.0;2.0;0.0;0.0;0.0
142;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;Man City;Everton;L Probert;1.0;1.0;D;1.0;1.0;D;9.0;8.0;6.0;5.0;16.0;12.0;5.0;2.0;2.0;1.0;0.0;0.0
143;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;QPR;Aston Villa;H Webb;1.0;1.0;D;1.0;1.0;D;17.0;7.0;12.0;3.0;5.0;6.0;11.0;4.0;1.0;2.0;0.0;0.0
144;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;Reading;Man United;M Halsey;3.0;4.0;A;3.0;4.0;A;10.0;10.0;7.0;5.0;10.0;12.0;6.0;1.0;1.0;1.0;0.0;0.0
145;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;West Brom;Stoke;K Friend;0.0;1.0;A;0.0;0.0;D;14.0;6.0;11.0;4.0;8.0;15.0;5.0;5.0;0.0;3.0;0.0;0.0
146;England;Premier League;E0;2012-2013;2012-01-12 00:00:00;West Ham;Chelsea;M Atkinson;3.0;1.0;H;0.0;1.0;A;16.0;16.0;13.0;9.0;15.0;6.0;14.0;5.0;1.0;2.0;0.0;0.0
147;England;Premier League;E0;2012-2013;2012-02-12 00:00:00;Norwich;Sunderland;P Dowd;2.0;1.0;H;2.0;1.0;H;7.0;16.0;5.0;6.0;11.0;16.0;2.0;6.0;0.0;2.0;0.0;0.0
148;England;Premier League;E0;2012-2013;2012-03-12 00:00:00;Newcastle;Wigan;M Jones;3.0;0.0;H;2.0;0.0;H;16.0;9.0;8.0;4.0;12.0;14.0;4.0;4.0;1.0;3.0;0.0;1.0
149;England;Premier League;E0;2012-2013;2012-08-12 00:00:00;Arsenal;West Brom;M Jones;2.0;0.0;H;1.0;0.0;H;16.0;7.0;7.0;2.0;11.0;12.0;7.0;4.0;2.0;3.0;0.0;0.0
150;England;Premier League;E0;2012-2013;2012-08-12 00:00:00;Aston Villa;Stoke;R East;0.0;0.0;D;0.0;0.0;D;9.0;1.0;5.0;0.0;8.0;13.0;3.0;2.0;0.0;1.0;0.0;1.0
151;England;Premier League;E0;2012-2013;2012-08-12 00:00:00;Southampton;Reading;J Moss;1.0;0.0;H;0.0;0.0;D;18.0;6.0;9.0;2.0;11.0;10.0;7.0;4.0;0.0;0.0;0.0;0.0
152;England;Premier League;E0;2012-2013;2012-08-12 00:00:00;Sunderland;Chelsea;M Halsey;1.0;3.0;A;0.0;2.0;A;14.0;11.0;10.0;5.0;11.0;14.0;11.0;1.0;1.0;3.0;0.0;0.0
153;England;Premier League;E0;2012-2013;2012-08-12 00:00:00;Swansea;Norwich;H Webb;3.0;4.0;A;0.0;3.0;A;21.0;10.0;10.0;8.0;12.0;9.0;6.0;2.0;2.0;1.0;0.0;0.0
154;England;Premier League;E0;2012-2013;2012-08-12 00:00:00;Wigan;QPR;P Dowd;2.0;2.0;D;1.0;1.0;D;14.0;8.0;9.0;4.0;7.0;11.0;11.0;4.0;0.0;1.0;0.0;0.0
155;England;Premier League;E0;2012-2013;2012-09-12 00:00:00;Everton;Tottenham;K Friend;2.0;1.0;H;0.0;0.0;D;17.0;8.0;11.0;6.0;10.0;9.0;4.0;4.0;2.0;2.0;0.0;0.0
156;England;Premier League;E0;2012-2013;2012-09-12 00:00:00;Man City;Man United;M Atkinson;2.0;3.0;A;0.0;2.0;A;16.0;8.0;11.0;3.0;11.0;9.0;8.0;2.0;4.0;3.0;0.0;0.0
157;England;Premier League;E0;2012-2013;2012-09-12 00:00:00;West Ham;Liverpool;L Probert;2.0;3.0;A;2.0;1.0;H;9.0;16.0;6.0;8.0;12.0;10.0;2.0;5.0;1.0;2.0;0.0;0.0
158;England;Premier League;E0;2012-2013;2012-10-12 00:00:00;Fulham;Newcastle;L Mason;2.0;1.0;H;1.0;0.0;H;16.0;20.0;7.0;13.0;13.0;11.0;5.0;4.0;0.0;0.0;0.0;0.0
159;England;Premier League;E0;2012-2013;2012-11-12 00:00:00;Sunderland;Reading;N Swarbrick;3.0;0.0;H;2.0;0.0;H;16.0;12.0;11.0;5.0;8.0;11.0;6.0;8.0;2.0;1.0;0.0;0.0
160;England;Premier League;E0;2012-2013;2012-12-15 00:00:00;Liverpool;Aston Villa;N Swarbrick;1.0;3.0;A;0.0;2.0;A;26.0;9.0;17.0;6.0;4.0;11.0;7.0;2.0;1.0;2.0;0.0;0.0
161;England;Premier League;E0;2012-2013;2012-12-15 00:00:00;Man United;Sunderland;C Foy;3.0;1.0;H;2.0;0.0;H;15.0;13.0;6.0;10.0;13.0;10.0;9.0;9.0;0.0;0.0;0.0;0.0
162;England;Premier League;E0;2012-2013;2012-12-15 00:00:00;Newcastle;Man City;A Marriner;1.0;3.0;A;0.0;2.0;A;17.0;16.0;8.0;10.0;9.0;16.0;12.0;7.0;3.0;2.0;0.0;0.0
163;England;Premier League;E0;2012-2013;2012-12-15 00:00:00;Norwich;Wigan;L Probert;2.0;1.0;H;1.0;0.0;H;16.0;12.0;10.0;6.0;7.0;4.0;7.0;3.0;3.0;1.0;0.0;0.0
164;England;Premier League;E0;2012-2013;2012-12-15 00:00:00;QPR;Fulham;M Atkinson;2.0;1.0;H;0.0;0.0;D;19.0;6.0;9.0;3.0;10.0;14.0;3.0;3.0;1.0;2.0;0.0;0.0
165;England;Premier League;E0;2012-2013;2012-12-15 00:00:00;Stoke;Everton;M Halsey;1.0;1.0;D;0.0;1.0;A;14.0;9.0;8.0;5.0;11.0;13.0;4.0;8.0;1.0;0.0;0.0;0.0
166;England;Premier League;E0;2012-2013;2012-12-16 00:00:00;Tottenham;Swansea;M Dean;1.0;0.0;H;0.0;0.0;D;24.0;4.0;16.0;0.0;12.0;8.0;9.0;3.0;2.0;3.0;0.0;0.0
167;England;Premier League;E0;2012-2013;2012-12-16 00:00:00;West Brom;West Ham;P Dowd;0.0;0.0;D;0.0;0.0;D;19.0;10.0;10.0;2.0;12.0;9.0;8.0;2.0;3.0;3.0;0.0;0.0
168;England;Premier League;E0;2012-2013;2012-12-17 00:00:00;Reading;Arsenal;A Taylor;2.0;5.0;A;0.0;3.0;A;7.0;25.0;5.0;17.0;8.0;4.0;3.0;7.0;1.0;1.0;0.0;0.0
169;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;Liverpool;Fulham;M Clattenburg;4.0;0.0;H;2.0;0.0;H;22.0;7.0;12.0;6.0;13.0;6.0;8.0;2.0;1.0;2.0;0.0;0.0
170;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;Man City;Reading;M Dean;1.0;0.0;H;0.0;0.0;D;17.0;6.0;10.0;1.0;11.0;15.0;12.0;3.0;2.0;3.0;0.0;0.0
171;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;Newcastle;QPR;K Friend;1.0;0.0;H;0.0;0.0;D;18.0;5.0;8.0;4.0;9.0;16.0;10.0;3.0;3.0;2.0;0.0;0.0
172;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;Southampton;Sunderland;H Webb;0.0;1.0;A;0.0;1.0;A;13.0;10.0;7.0;6.0;11.0;15.0;8.0;5.0;0.0;3.0;0.0;0.0
173;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;Tottenham;Stoke;L Mason;0.0;0.0;D;0.0;0.0;D;21.0;4.0;14.0;2.0;8.0;11.0;11.0;4.0;2.0;5.0;0.0;0.0
174;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;West Brom;Norwich;M Atkinson;2.0;1.0;H;1.0;1.0;D;12.0;10.0;8.0;4.0;14.0;9.0;6.0;5.0;1.0;1.0;0.0;0.0
175;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;West Ham;Everton;A Taylor;1.0;2.0;A;1.0;0.0;H;6.0;15.0;5.0;8.0;12.0;8.0;3.0;5.0;1.0;0.0;1.0;1.0
176;England;Premier League;E0;2012-2013;2012-12-22 00:00:00;Wigan;Arsenal;J Moss;0.0;1.0;A;0.0;0.0;D;13.0;10.0;5.0;8.0;14.0;8.0;4.0;4.0;1.0;1.0;0.0;0.0
177;England;Premier League;E0;2012-2013;2012-12-23 00:00:00;Chelsea;Aston Villa;P Dowd;8.0;0.0;H;3.0;0.0;H;24.0;7.0;18.0;4.0;6.0;11.0;8.0;4.0;0.0;0.0;0.0;0.0
178;England;Premier League;E0;2012-2013;2012-12-23 00:00:00;Swansea;Man United;M Oliver;1.0;1.0;D;1.0;1.0;D;14.0;19.0;10.0;16.0;11.0;16.0;3.0;6.0;2.0;4.0;0.0;0.0
179;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Aston Villa;Tottenham;M Clattenburg;0.0;4.0;A;0.0;0.0;D;4.0;20.0;1.0;16.0;11.0;7.0;2.0;16.0;1.0;0.0;0.0;0.0
180;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Everton;Wigan;L Mason;2.0;1.0;H;0.0;0.0;D;17.0;10.0;9.0;6.0;10.0;11.0;11.0;2.0;1.0;3.0;0.0;0.0
181;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Fulham;Southampton;M Oliver;1.0;1.0;D;1.0;0.0;H;10.0;7.0;2.0;3.0;14.0;12.0;3.0;5.0;3.0;0.0;0.0;0.0
182;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Man United;Newcastle;M Dean;4.0;3.0;H;1.0;2.0;A;16.0;16.0;10.0;11.0;12.0;16.0;2.0;2.0;3.0;3.0;0.0;0.0
183;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Norwich;Chelsea;J Moss;0.0;1.0;A;0.0;1.0;A;8.0;20.0;4.0;11.0;7.0;7.0;5.0;7.0;1.0;1.0;0.0;0.0
184;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;QPR;West Brom;C Foy;1.0;2.0;A;0.0;1.0;A;18.0;12.0;8.0;6.0;9.0;10.0;14.0;9.0;1.0;0.0;0.0;0.0
185;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Reading;Swansea;M Jones;0.0;0.0;D;0.0;0.0;D;3.0;10.0;2.0;4.0;14.0;17.0;6.0;4.0;2.0;1.0;0.0;0.0
186;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Stoke;Liverpool;H Webb;3.0;1.0;H;2.0;1.0;H;7.0;12.0;6.0;6.0;11.0;5.0;6.0;8.0;3.0;1.0;0.0;0.0
187;England;Premier League;E0;2012-2013;2012-12-26 00:00:00;Sunderland;Man City;K Friend;1.0;0.0;H;0.0;0.0;D;12.0;19.0;6.0;12.0;14.0;16.0;3.0;7.0;1.0;3.0;0.0;0.0
188;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Arsenal;Newcastle;C Foy;7.0;3.0;H;1.0;1.0;D;16.0;10.0;12.0;8.0;8.0;10.0;5.0;6.0;0.0;1.0;0.0;0.0
189;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Aston Villa;Wigan;K Friend;0.0;3.0;A;0.0;1.0;A;11.0;9.0;4.0;6.0;16.0;8.0;4.0;3.0;3.0;2.0;0.0;0.0
190;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Fulham;Swansea;A Marriner;1.0;2.0;A;0.0;1.0;A;22.0;10.0;13.0;9.0;14.0;12.0;9.0;8.0;2.0;1.0;0.0;0.0
191;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Man United;West Brom;J Moss;2.0;0.0;H;1.0;0.0;H;17.0;13.0;14.0;9.0;9.0;7.0;9.0;6.0;1.0;0.0;0.0;0.0
192;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Norwich;Man City;M Jones;3.0;4.0;A;1.0;2.0;A;13.0;13.0;8.0;9.0;8.0;10.0;4.0;9.0;3.0;1.0;0.0;1.0
193;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Reading;West Ham;M Oliver;1.0;0.0;H;1.0;0.0;H;3.0;11.0;2.0;3.0;17.0;10.0;2.0;2.0;3.0;4.0;0.0;0.0
194;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Stoke;Southampton;M Clattenburg;3.0;3.0;D;1.0;3.0;A;10.0;8.0;8.0;7.0;6.0;9.0;7.0;4.0;1.0;2.0;1.0;0.0
195;England;Premier League;E0;2012-2013;2012-12-29 00:00:00;Sunderland;Tottenham;L Mason;1.0;2.0;A;1.0;0.0;H;9.0;18.0;6.0;14.0;9.0;15.0;3.0;8.0;1.0;3.0;0.0;0.0
196;England;Premier League;E0;2012-2013;2012-12-30 00:00:00;Everton;Chelsea;H Webb;1.0;2.0;A;1.0;1.0;D;12.0;15.0;6.0;10.0;14.0;12.0;7.0;7.0;2.0;3.0;0.0;0.0
197;England;Premier League;E0;2012-2013;2012-12-30 00:00:00;QPR;Liverpool;A Taylor;0.0;3.0;A;0.0;3.0;A;14.0;16.0;7.0;11.0;10.0;8.0;1.0;9.0;2.0;1.0;0.0;0.0
198;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;Man City;Stoke;M Oliver;3.0;0.0;H;1.0;0.0;H;17.0;4.0;9.0;3.0;6.0;9.0;7.0;2.0;2.0;2.0;0.0;0.0
199;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;Southampton;Arsenal;L Probert;1.0;1.0;D;1.0;1.0;D;9.0;6.0;6.0;4.0;9.0;6.0;3.0;3.0;2.0;0.0;0.0;0.0
200;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;Swansea;Aston Villa;M Halsey;2.0;2.0;D;1.0;1.0;D;23.0;8.0;13.0;6.0;7.0;15.0;3.0;2.0;0.0;4.0;0.0;0.0
201;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;Tottenham;Reading;H Webb;3.0;1.0;H;1.0;1.0;D;30.0;7.0;20.0;4.0;9.0;9.0;12.0;3.0;0.0;0.0;0.0;0.0
202;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;West Brom;Fulham;M Dean;1.0;2.0;A;0.0;1.0;A;17.0;10.0;10.0;5.0;14.0;6.0;10.0;5.0;0.0;0.0;0.0;0.0
203;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;West Ham;Norwich;M Clattenburg;2.0;1.0;H;2.0;0.0;H;14.0;9.0;8.0;3.0;14.0;7.0;11.0;3.0;0.0;0.0;0.0;0.0
204;England;Premier League;E0;2012-2013;2013-01-01 00:00:00;Wigan;Man United;A Marriner;0.0;4.0;A;0.0;2.0;A;7.0;14.0;3.0;9.0;13.0;5.0;1.0;6.0;1.0;1.0;0.0;0.0
205;England;Premier League;E0;2012-2013;2013-02-01 00:00:00;Chelsea;QPR;L Mason;0.0;1.0;A;0.0;0.0;D;23.0;8.0;11.0;5.0;12.0;8.0;14.0;2.0;1.0;1.0;0.0;0.0
206;England;Premier League;E0;2012-2013;2013-02-01 00:00:00;Liverpool;Sunderland;P Dowd;3.0;0.0;H;2.0;0.0;H;27.0;6.0;16.0;5.0;8.0;5.0;9.0;5.0;0.0;1.0;0.0;0.0
207;England;Premier League;E0;2012-2013;2013-02-01 00:00:00;Newcastle;Everton;M Atkinson;1.0;2.0;A;1.0;1.0;D;14.0;7.0;11.0;6.0;21.0;7.0;4.0;6.0;3.0;2.0;0.0;0.0
208;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Aston Villa;Southampton;M Halsey;0.0;1.0;A;0.0;1.0;A;16.0;11.0;10.0;4.0;9.0;6.0;9.0;5.0;1.0;1.0;0.0;0.0
209;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Everton;Swansea;P Dowd;0.0;0.0;D;0.0;0.0;D;16.0;4.0;8.0;2.0;13.0;9.0;7.0;1.0;1.0;4.0;0.0;0.0
210;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Fulham;Wigan;M Clattenburg;1.0;1.0;D;1.0;0.0;H;14.0;15.0;5.0;6.0;8.0;15.0;6.0;8.0;0.0;1.0;0.0;0.0
211;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Norwich;Newcastle;A Taylor;0.0;0.0;D;0.0;0.0;D;12.0;9.0;3.0;4.0;5.0;6.0;5.0;4.0;0.0;1.0;0.0;0.0
212;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;QPR;Tottenham;L Probert;0.0;0.0;D;0.0;0.0;D;4.0;16.0;1.0;8.0;10.0;7.0;2.0;6.0;1.0;1.0;0.0;0.0
213;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Reading;West Brom;K Friend;3.0;2.0;H;0.0;1.0;A;7.0;11.0;7.0;6.0;6.0;13.0;8.0;4.0;1.0;1.0;0.0;0.0
214;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Stoke;Chelsea;A Marriner;0.0;4.0;A;0.0;1.0;A;11.0;11.0;5.0;9.0;13.0;9.0;6.0;7.0;1.0;0.0;0.0;0.0
215;England;Premier League;E0;2012-2013;2013-12-01 00:00:00;Sunderland;West Ham;N Swarbrick;3.0;0.0;H;1.0;0.0;H;18.0;9.0;14.0;4.0;10.0;13.0;4.0;6.0;0.0;3.0;0.0;0.0
216;England;Premier League;E0;2012-2013;2013-01-13 00:00:00;Arsenal;Man City;M Dean;0.0;2.0;A;0.0;2.0;A;9.0;16.0;4.0;9.0;11.0;18.0;2.0;7.0;2.0;4.0;1.0;1.0
217;England;Premier League;E0;2012-2013;2013-01-13 00:00:00;Man United;Liverpool;H Webb;2.0;1.0;H;1.0;0.0;H;15.0;12.0;10.0;5.0;14.0;16.0;3.0;1.0;1.0;4.0;0.0;0.0
218;England;Premier League;E0;2012-2013;2013-01-16 00:00:00;Chelsea;Southampton;M Oliver;2.0;2.0;D;2.0;0.0;H;19.0;7.0;10.0;3.0;10.0;11.0;4.0;3.0;1.0;0.0;0.0;0.0
219;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;Liverpool;Norwich;M Oliver;5.0;0.0;H;2.0;0.0;H;17.0;5.0;10.0;3.0;10.0;8.0;10.0;4.0;1.0;1.0;0.0;0.0
220;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;Man City;Fulham;J Moss;2.0;0.0;H;1.0;0.0;H;20.0;3.0;11.0;0.0;12.0;6.0;1.0;2.0;1.0;2.0;0.0;0.0
221;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;Newcastle;Reading;A Marriner;1.0;2.0;A;1.0;0.0;H;15.0;6.0;10.0;2.0;9.0;10.0;6.0;2.0;2.0;3.0;0.0;0.0
222;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;Swansea;Stoke;M Dean;3.0;1.0;H;0.0;0.0;D;12.0;7.0;6.0;2.0;11.0;9.0;7.0;6.0;0.0;0.0;0.0;0.0
223;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;West Brom;Aston Villa;L Probert;2.0;2.0;D;0.0;2.0;A;25.0;11.0;9.0;7.0;8.0;10.0;8.0;8.0;3.0;3.0;0.0;0.0
224;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;West Ham;QPR;H Webb;1.0;1.0;D;0.0;1.0;A;22.0;9.0;13.0;6.0;6.0;11.0;12.0;2.0;1.0;0.0;0.0;0.0
225;England;Premier League;E0;2012-2013;2013-01-19 00:00:00;Wigan;Sunderland;A Taylor;2.0;3.0;A;1.0;3.0;A;20.0;10.0;11.0;5.0;10.0;16.0;9.0;0.0;3.0;2.0;0.0;0.0
226;England;Premier League;E0;2012-2013;2013-01-20 00:00:00;Chelsea;Arsenal;M Atkinson;2.0;1.0;H;2.0;0.0;H;13.0;12.0;8.0;8.0;10.0;11.0;3.0;9.0;2.0;1.0;0.0;0.0
227;England;Premier League;E0;2012-2013;2013-01-20 00:00:00;Tottenham;Man United;C Foy;1.0;1.0;D;0.0;1.0;A;23.0;6.0;18.0;4.0;7.0;14.0;9.0;4.0;1.0;4.0;0.0;0.0
228;England;Premier League;E0;2012-2013;2013-01-21 00:00:00;Southampton;Everton;N Swarbrick;0.0;0.0;D;0.0;0.0;D;14.0;10.0;11.0;7.0;14.0;11.0;10.0;6.0;2.0;1.0;0.0;0.0
229;England;Premier League;E0;2012-2013;2013-01-23 00:00:00;Arsenal;West Ham;A Marriner;5.0;1.0;H;1.0;1.0;D;23.0;7.0;17.0;5.0;9.0;10.0;13.0;5.0;0.0;1.0;0.0;0.0
230;England;Premier League;E0;2012-2013;2013-01-29 00:00:00;Aston Villa;Newcastle;M Dean;1.0;2.0;A;0.0;2.0;A;10.0;10.0;4.0;7.0;16.0;9.0;3.0;4.0;5.0;2.0;0.0;0.0
231;England;Premier League;E0;2012-2013;2013-01-29 00:00:00;QPR;Man City;P Dowd;0.0;0.0;D;0.0;0.0;D;5.0;15.0;3.0;7.0;9.0;9.0;2.0;10.0;2.0;2.0;0.0;0.0
232;England;Premier League;E0;2012-2013;2013-01-29 00:00:00;Stoke;Wigan;M Jones;2.0;2.0;D;1.0;0.0;H;9.0;11.0;4.0;6.0;12.0;10.0;0.0;1.0;1.0;1.0;0.0;0.0
233;England;Premier League;E0;2012-2013;2013-01-29 00:00:00;Sunderland;Swansea;A Marriner;0.0;0.0;D;0.0;0.0;D;4.0;18.0;2.0;8.0;11.0;11.0;3.0;4.0;1.0;2.0;0.0;0.0
234;England;Premier League;E0;2012-2013;2013-01-30 00:00:00;Arsenal;Liverpool;K Friend;2.0;2.0;D;0.0;1.0;A;14.0;10.0;6.0;5.0;9.0;11.0;8.0;6.0;3.0;1.0;0.0;0.0
235;England;Premier League;E0;2012-2013;2013-01-30 00:00:00;Everton;West Brom;M Oliver;2.0;1.0;H;2.0;0.0;H;11.0;7.0;4.0;4.0;9.0;14.0;5.0;2.0;0.0;2.0;0.0;0.0
236;England;Premier League;E0;2012-2013;2013-01-30 00:00:00;Fulham;West Ham;C Foy;3.0;1.0;H;1.0;0.0;H;13.0;8.0;6.0;4.0;8.0;9.0;2.0;8.0;2.0;0.0;0.0;0.0
237;England;Premier League;E0;2012-2013;2013-01-30 00:00:00;Man United;Southampton;L Mason;2.0;1.0;H;2.0;1.0;H;11.0;21.0;7.0;10.0;10.0;10.0;4.0;8.0;2.0;1.0;0.0;0.0
238;England;Premier League;E0;2012-2013;2013-01-30 00:00:00;Norwich;Tottenham;N Swarbrick;1.0;1.0;D;1.0;0.0;H;8.0;12.0;4.0;7.0;13.0;14.0;3.0;6.0;4.0;1.0;0.0;0.0
239;England;Premier League;E0;2012-2013;2013-01-30 00:00:00;Reading;Chelsea;M Halsey;2.0;2.0;D;0.0;1.0;A;5.0;14.0;2.0;5.0;8.0;20.0;0.0;6.0;1.0;2.0;0.0;0.0
